step,train_with_grad_loss,train_without_grad_loss,validation_loss,test_loss
0,,3.809375,2.253125,2.60546875
10,4.1296875,3.5890625,2.034375,2.409375
20,3.10390625,3.39609375,1.859375,2.2390625
30,2.6203125,3.21640625,1.70078125,2.0828125
40,1.7578125,3.0265625,1.52734375,1.91796875
50,2.455859375,2.825,1.32734375,1.720703125
60,3.8625,2.5859375,1.105859375,1.497265625
70,2.529296875,2.3126953125,0.8904296875,1.2810546875
80,1.92021484375,2.105859375,0.712890625,1.103125
90,1.14248046875,1.97275390625,0.6103515625,1.002734375
100,1.88310546875,1.8994140625,0.5548828125,0.95
110,2.426171875,1.85390625,0.522802734375,0.9185546875
120,1.17978515625,1.816259765625,0.5060546875,0.89833984375
130,3.92451171875,1.76025390625,0.48291015625,0.87802734375
140,2.050732421875,1.73046875,0.46904296875,0.86416015625
150,0.7705078125,1.7060546875,0.4591552734375,0.854296875
160,1.953857421875,1.6986328125,0.45185546875,0.841650390625
170,1.3978271484375,1.6730224609375,0.44189453125,0.83154296875
180,1.582861328125,1.6559326171875,0.4334228515625,0.825634765625
190,0.501806640625,1.6396240234375,0.42626953125,0.817919921875
200,1.0164306640625,1.6248046875,0.4212646484375,0.811474609375
210,1.618603515625,1.61259765625,0.411572265625,0.80693359375
220,0.92431640625,1.600927734375,0.40880126953125,0.802685546875
230,1.566943359375,1.5970458984375,0.4081787109375,0.80146484375
240,1.2763671875,1.5941162109375,0.40718994140625,0.7962158203125
250,0.935205078125,1.5906982421875,0.41131591796875,0.7955322265625
260,0.67440185546875,1.58427734375,0.410101318359375,0.7959228515625
270,0.2387939453125,1.5809326171875,0.409942626953125,0.7958251953125
280,2.6162841796875,1.5808349609375,0.407275390625,0.7936279296875
290,0.8578125,1.577783203125,0.4088134765625,0.7921875
300,1.024560546875,1.57724609375,0.40477294921875,0.7936767578125
310,0.5221923828125,1.572900390625,0.4044677734375,0.7942626953125
320,1.8240478515625,1.5721923828125,0.4046630859375,0.7884765625
330,1.4843017578125,1.5744384765625,0.409783935546875,0.789501953125
340,1.379150390625,1.579931640625,0.409521484375,0.7914794921875
350,0.932958984375,1.5800048828125,0.40772705078125,0.789697265625
360,1.92607421875,1.5732666015625,0.402960205078125,0.78896484375
370,1.37283935546875,1.572705078125,0.406268310546875,0.7876220703125
380,0.648828125,1.5809326171875,0.409332275390625,0.7871826171875
390,0.5082763671875,1.580126953125,0.407220458984375,0.789892578125
400,0.908544921875,1.58104248046875,0.4037994384765625,0.7885009765625
410,0.8845703125,1.58138427734375,0.404010009765625,0.7905029296875
420,1.023583984375,1.5753662109375,0.4023468017578125,0.7884033203125
430,1.008349609375,1.579736328125,0.4016387939453125,0.7891357421875
440,1.9140625,1.58125,0.4007537841796875,0.7898193359375
450,1.111279296875,1.57314453125,0.4020751953125,0.7884521484375
460,2.416845703125,1.5714599609375,0.3987762451171875,0.7888671875
470,0.8384033203125,1.56622314453125,0.3994171142578125,0.7879150390625
480,1.85908203125,1.56629638671875,0.3965606689453125,0.787744140625
490,1.1224365234375,1.55791015625,0.3999847412109375,0.789697265625
500,1.14510498046875,1.5544189453125,0.4004638671875,0.79072265625
510,1.8055419921875,1.5526611328125,0.40296630859375,0.787255859375
520,1.347698974609375,1.5560302734375,0.4073577880859375,0.7885498046875
530,1.40517578125,1.55869140625,0.415130615234375,0.78798828125
540,0.916241455078125,1.56424560546875,0.4107574462890625,0.7855224609375
550,1.2568603515625,1.5655517578125,0.404559326171875,0.7874267578125
560,1.494873046875,1.55814208984375,0.403839111328125,0.7860595703125
570,1.2216796875,1.566748046875,0.4040618896484375,0.7817626953125
580,1.1236328125,1.56495361328125,0.4017578125,0.775439453125
590,1.77982177734375,1.5594482421875,0.3984375,0.7780029296875
600,1.3119140625,1.55718994140625,0.39661865234375,0.77275390625
610,1.2217529296875,1.55562744140625,0.3999969482421875,0.7722900390625
620,0.8669189453125,1.55618896484375,0.396527099609375,0.7798828125
630,2.24404296875,1.5551025390625,0.39434661865234377,0.775146484375
640,0.793017578125,1.56094970703125,0.3970001220703125,0.7717041015625
650,2.47197265625,1.555615234375,0.39754638671875,0.7740234375
660,0.54697265625,1.547412109375,0.39657135009765626,0.777490234375
670,0.9326171875,1.54720458984375,0.39586029052734373,0.7765380859375
680,1.304327392578125,1.548291015625,0.39533843994140627,0.776123046875
690,1.1833740234375,1.55989990234375,0.3991455078125,0.771337890625
700,1.421478271484375,1.56053466796875,0.403387451171875,0.773876953125
710,1.1464599609375,1.55743408203125,0.402587890625,0.7782958984375
720,1.323614501953125,1.56629638671875,0.4068145751953125,0.7761474609375
730,2.54453125,1.55399169921875,0.3995574951171875,0.77431640625
740,1.1800048828125,1.55745849609375,0.3937286376953125,0.7746337890625
750,1.8390869140625,1.5578125,0.39329833984375,0.7748291015625
760,1.1593017578125,1.55177001953125,0.39218902587890625,0.7728515625
770,1.2751708984375,1.55927734375,0.39063720703125,0.7748779296875
780,0.8546600341796875,1.55830078125,0.39128265380859373,0.7742919921875
790,1.596826171875,1.5506103515625,0.39598541259765624,0.7735107421875
800,1.6673583984375,1.55086669921875,0.3949798583984375,0.7752197265625
810,1.11363525390625,1.54981689453125,0.39621734619140625,0.77578125
820,2.017578125,1.544677734375,0.39629058837890624,0.7817138671875
830,2.081573486328125,1.55015869140625,0.40312652587890624,0.7794189453125
840,1.7884124755859374,1.55013427734375,0.40528106689453125,0.780859375
850,0.75751953125,1.5446533203125,0.40526885986328126,0.7779541015625
860,0.53936767578125,1.54697265625,0.40336761474609373,0.7791259765625
870,1.157568359375,1.5455078125,0.40149383544921874,0.7801513671875
880,1.230322265625,1.54478759765625,0.39860687255859373,0.7756103515625
890,2.012109375,1.54228515625,0.3943084716796875,0.771630859375
900,0.692633056640625,1.54271240234375,0.39647674560546875,0.7704833984375
910,2.54453125,1.54830322265625,0.39599609375,0.767529296875
920,1.246087646484375,1.559033203125,0.3973724365234375,0.76845703125
930,0.900225830078125,1.55062255859375,0.39730224609375,0.7704833984375
940,1.339892578125,1.5478759765625,0.395343017578125,0.7737060546875
950,0.864373779296875,1.54447021484375,0.39319915771484376,0.7726806640625
960,1.39541015625,1.54466552734375,0.3931243896484375,0.7729736328125
970,1.3796630859375,1.54998779296875,0.3970733642578125,0.7695556640625
980,2.191162109375,1.5520263671875,0.39886474609375,0.767333984375
990,0.94600830078125,1.55364990234375,0.406402587890625,0.76982421875
1000,1.114404296875,1.553564453125,0.404034423828125,0.7701904296875
